Teks Berita,Teks_Bersih,Label,Sumber
"[SALAH] Video “Indonesia dan AS Rasakan Getaran...
Unggahan video berisi klaim “getaran gempa...",video indonesia dan as rasakan getaran unggahan video berisi klaim getaran gempa,Hoax,TurnBackHoax
[SALAH] Video “Indonesia dan AS Rasakan Getaran...,video indonesia dan as rasakan getaran,Hoax,TurnBackHoax
"[SALAH] Australia Keluar dari WHO
Unggahan berisi klaim “Australia keluar dari...",australia keluar dari who unggahan berisi klaim australia keluar dari,Hoax,TurnBackHoax
[SALAH] Australia Keluar dari WHO,australia keluar dari who,Hoax,TurnBackHoax
"[SALAH] BIN Umumkan Kondisi Darurat Militer Indonesia
Unggahan berisi klaim “BIN umumkan kondisi...",bin umumkan kondisi darurat militer indonesia unggahan berisi klaim bin umumkan kondisi,Hoax,TurnBackHoax
[SALAH] BIN Umumkan Kondisi Darurat Militer Indonesia,bin umumkan kondisi darurat militer indonesia,Hoax,TurnBackHoax
"[SALAH] Kejaksaan dan Polisi Bakal Panggil Peserta...
Unggahan berisi klaim “kejaksaan dan polisi...",kejaksaan dan polisi bakal panggil peserta unggahan berisi klaim kejaksaan dan polisi,Hoax,TurnBackHoax
[SALAH] Kejaksaan dan Polisi Bakal Panggil Peserta...,kejaksaan dan polisi bakal panggil peserta,Hoax,TurnBackHoax
"[SALAH] FIFA Sanksi Vietnam Usai Laga Final...
Unggahan berisi klaim “FIFA sanksi Vietnam...",fifa sanksi vietnam usai laga final unggahan berisi klaim fifa sanksi vietnam,Hoax,TurnBackHoax
[SALAH] FIFA Sanksi Vietnam Usai Laga Final...,fifa sanksi vietnam usai laga final,Hoax,TurnBackHoax
"[SALAH] Korea Utara Hukum Mati Pendukung Zionis,...
Unggahan berisi klaim “Korea Utara hukum...",korea utara hukum mati pendukung zionis unggahan berisi klaim korea utara hukum,Hoax,TurnBackHoax
"[SALAH] Korea Utara Hukum Mati Pendukung Zionis,...",korea utara hukum mati pendukung zionis,Hoax,TurnBackHoax
"[SALAH] Foto Pesawat MiG-21 Kamboja Jatuh setelah...
Unggahan foto berisi klaim “pesawat MiG-21...",foto pesawat mig kamboja jatuh setelah unggahan foto berisi klaim pesawat mig,Hoax,TurnBackHoax
[SALAH] Foto Pesawat MiG-21 Kamboja Jatuh setelah...,foto pesawat mig kamboja jatuh setelah,Hoax,TurnBackHoax
"[SALAH] Ahok Seret Nama Jokowi dalam Kasus...
Unggahan video berisi klaim “Ahok seret...",ahok seret nama jokowi dalam kasus unggahan video berisi klaim ahok seret,Hoax,TurnBackHoax
[SALAH] Ahok Seret Nama Jokowi dalam Kasus...,ahok seret nama jokowi dalam kasus,Hoax,TurnBackHoax
"[PENIPUAN] Bos Perusahaan Otobus (PO) Haryanto Bagi-Bagi...
Unggahan video berisi klaim “Kopral Kepala...",bos perusahaan otobus po haryanto bagi bagi unggahan video berisi klaim kopral kepala,Hoax,TurnBackHoax
[PENIPUAN] Bos Perusahaan Otobus (PO) Haryanto Bagi-Bagi...,bos perusahaan otobus po haryanto bagi bagi,Hoax,TurnBackHoax
"[SALAH] Video “Rudal Iran Meluncur dari Bawah...
Unggahan video berisi “rudal Iran meluncur...",video rudal iran meluncur dari bawah unggahan video berisi rudal iran meluncur,Hoax,TurnBackHoax
[SALAH] Video “Rudal Iran Meluncur dari Bawah...,video rudal iran meluncur dari bawah,Hoax,TurnBackHoax
"[SALAH] Indonesia Tunjukkan Senjata Nuklirnya
Unggahan video berisi klaim “Indonesia tunjukkan...",indonesia tunjukkan senjata nuklirnya unggahan video berisi klaim indonesia tunjukkan,Hoax,TurnBackHoax
[SALAH] Indonesia Tunjukkan Senjata Nuklirnya,indonesia tunjukkan senjata nuklirnya,Hoax,TurnBackHoax
"[SALAH] Prabowo Segera Usir Habib Ba’alawi
Unggahan video berisi klaim “Presiden Prabowo...",prabowo segera usir habib ba alawi unggahan video berisi klaim presiden prabowo,Hoax,TurnBackHoax
[SALAH] Prabowo Segera Usir Habib Ba’alawi,prabowo segera usir habib ba alawi,Hoax,TurnBackHoax
"[SALAH] Perpanjang SIM Harus Melalui Tes Ulang
Unggahan berisi klaim “perpanjangan SIM harus...",perpanjang sim harus melalui tes ulang unggahan berisi klaim perpanjangan sim harus,Hoax,TurnBackHoax
[SALAH] Perpanjang SIM Harus Melalui Tes Ulang,perpanjang sim harus melalui tes ulang,Hoax,TurnBackHoax
"[SALAH] Foto “Penemuan Candi Megah di Gondang,...
Unggahan foto berisi klaim ""penemuan candi...",foto penemuan candi megah di gondang unggahan foto berisi klaim penemuan candi,Hoax,TurnBackHoax
"[SALAH] Foto “Penemuan Candi Megah di Gondang,...",foto penemuan candi megah di gondang,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Bantuan Traktor dan Pompa...
Unggahan berisi tautan “pendaftaran bantuan traktor...",tautan pendaftaran bantuan traktor dan pompa unggahan berisi tautan pendaftaran bantuan traktor,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Bantuan Traktor dan Pompa...,tautan pendaftaran bantuan traktor dan pompa,Hoax,TurnBackHoax
"[SALAH] Kejadian Luar Biasa Difteri di Jakarta
Unggahan dengan narasi “Kejadian luar biasa...",kejadian luar biasa difteri di jakarta unggahan dengan narasi kejadian luar biasa,Hoax,TurnBackHoax
[SALAH] Kejadian Luar Biasa Difteri di Jakarta,kejadian luar biasa difteri di jakarta,Hoax,TurnBackHoax
"[PENIPUAN] Willie Salim & Raffi Ahmad Promosi...
Unggahan berisi “Willie Salim & Raffi...",willie salim raffi ahmad promosi unggahan berisi willie salim raffi,Hoax,TurnBackHoax
[PENIPUAN] Willie Salim & Raffi Ahmad Promosi...,willie salim raffi ahmad promosi,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Prakerja 2025
Unggahan berisi tautan pendaftaran “Prakerja 2025”...",tautan pendaftaran prakerja unggahan berisi tautan pendaftaran prakerja,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Prakerja 2025,tautan pendaftaran prakerja,Hoax,TurnBackHoax
"[SALAH] Demo Tuntut Penangkapan Jokowi dan Makzulkan...
Unggahan berisi narasi “demo tuntut penangkapan...",demo tuntut penangkapan jokowi dan makzulkan unggahan berisi narasi demo tuntut penangkapan,Hoax,TurnBackHoax
[SALAH] Demo Tuntut Penangkapan Jokowi dan Makzulkan...,demo tuntut penangkapan jokowi dan makzulkan,Hoax,TurnBackHoax
"[SALAH] Amplop Kondangan Bakal Kena Pajak
Unggahan disertai klaim ""amplop kondangan bakal...",amplop kondangan bakal kena pajak unggahan disertai klaim amplop kondangan bakal,Hoax,TurnBackHoax
[SALAH] Amplop Kondangan Bakal Kena Pajak,amplop kondangan bakal kena pajak,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Loker BUMA International Group
Unggahan berisi tautan “pendaftaran lowongan kerja...",tautan pendaftaran loker buma international group unggahan berisi tautan pendaftaran lowongan kerja,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Loker BUMA International Group,tautan pendaftaran loker buma international group,Hoax,TurnBackHoax
"[SALAH] Pemprov Jabar Sudah Lunasi Utang Rp300...
Unggahan berisi klaim “Pemprov Jabar sudah...",pemprov jabar sudah lunasi utang rp unggahan berisi klaim pemprov jabar sudah,Hoax,TurnBackHoax
[SALAH] Pemprov Jabar Sudah Lunasi Utang Rp300...,pemprov jabar sudah lunasi utang rp,Hoax,TurnBackHoax
"[PENIPUAN] Gubernur Maluku Utara Sherly Tjoanda Bagi-Bagi...
Unggahan video berisi klaim “Gubernur Maluku...",gubernur maluku utara sherly tjoanda bagi bagi unggahan video berisi klaim gubernur maluku,Hoax,TurnBackHoax
[PENIPUAN] Gubernur Maluku Utara Sherly Tjoanda Bagi-Bagi...,gubernur maluku utara sherly tjoanda bagi bagi,Hoax,TurnBackHoax
"[PENIPUAN] Dedi Mulyadi Beri Bantuan Motor
Unggahan video berisi klaim “Dedi Mulyadi...",dedi mulyadi beri bantuan motor unggahan video berisi klaim dedi mulyadi,Hoax,TurnBackHoax
[PENIPUAN] Dedi Mulyadi Beri Bantuan Motor,dedi mulyadi beri bantuan motor,Hoax,TurnBackHoax
"[SALAH] 100 Ton Narkotika Masuk Provinsi Maluku
Unggahan berisi klaim “100 ton narkotika...",ton narkotika masuk provinsi maluku unggahan berisi klaim ton narkotika,Hoax,TurnBackHoax
[SALAH] 100 Ton Narkotika Masuk Provinsi Maluku,ton narkotika masuk provinsi maluku,Hoax,TurnBackHoax
"[SALAH] Tentara Arab Saudi Sudah Tiba di...
Unggahan berisi klaim “tentara Arab Saudi...",tentara arab saudi sudah tiba di unggahan berisi klaim tentara arab saudi,Hoax,TurnBackHoax
[SALAH] Tentara Arab Saudi Sudah Tiba di...,tentara arab saudi sudah tiba di,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Rekrutmen PT Kilang Pertamina...
Unggahan berisi tautan “rekrutmen PT Kilang...",tautan pendaftaran rekrutmen pt kilang pertamina unggahan berisi tautan rekrutmen pt kilang,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Rekrutmen PT Kilang Pertamina...,tautan pendaftaran rekrutmen pt kilang pertamina,Hoax,TurnBackHoax
"[SALAH] Polisi Temukan 30 Ton Ginjal TKI...
Unggahan dengan narasi “Polisi temukan 30...",polisi temukan ton ginjal tki unggahan dengan narasi polisi temukan,Hoax,TurnBackHoax
[SALAH] Polisi Temukan 30 Ton Ginjal TKI...,polisi temukan ton ginjal tki,Hoax,TurnBackHoax
"[SALAH] Samsat Kejar Penunggak Pajak ke Rumah
Unggahan dengan narasi “Samsat kejar penunggak...",samsat kejar penunggak pajak ke rumah unggahan dengan narasi samsat kejar penunggak,Hoax,TurnBackHoax
[SALAH] Samsat Kejar Penunggak Pajak ke Rumah,samsat kejar penunggak pajak ke rumah,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Program Pemulihan Korban Penipuan Online
Unggahan berisi tautan pendaftaran “program pemulihan...",tautan program pemulihan korban online unggahan berisi tautan pendaftaran program pemulihan,Hoax,TurnBackHoax
[PENIPUAN] Tautan Program Pemulihan Korban Penipuan Online,tautan program pemulihan korban online,Hoax,TurnBackHoax
"[SALAH] Pembentukan Badan Pengawas Judi Slot Indonesia
Unggahan berisi video “pembentukan Badan Pengawas...",pembentukan badan pengawas judi slot indonesia unggahan berisi video pembentukan badan pengawas,Hoax,TurnBackHoax
[SALAH] Pembentukan Badan Pengawas Judi Slot Indonesia,pembentukan badan pengawas judi slot indonesia,Hoax,TurnBackHoax
"[SALAH] Video “Perang Thailand-Kamboja, Ada Ledakan Bom...
Unggahan video berisi klaim “perang Thailand-Kamboja,...",video perang thailand kamboja ada ledakan bom unggahan video berisi klaim perang thailand kamboja,Hoax,TurnBackHoax
"[SALAH] Video “Perang Thailand-Kamboja, Ada Ledakan Bom...",video perang thailand kamboja ada ledakan bom,Hoax,TurnBackHoax
"[SALAH] Erick Thohir Minta Polisi Hentikan Kasus...
Unggahan berisi klaim “Erick Thohir minta...",erick thohir minta polisi hentikan kasus unggahan berisi klaim erick thohir minta,Hoax,TurnBackHoax
[SALAH] Erick Thohir Minta Polisi Hentikan Kasus...,erick thohir minta polisi hentikan kasus,Hoax,TurnBackHoax
"[SALAH] Setengah Wilayah Israel Hangus karena Serangan...
Unggahan berisi klaim “setengah wilayah Israel...",setengah wilayah israel hangus karena serangan unggahan berisi klaim setengah wilayah israel,Hoax,TurnBackHoax
[SALAH] Setengah Wilayah Israel Hangus karena Serangan...,setengah wilayah israel hangus karena serangan,Hoax,TurnBackHoax
"[SALAH] Video Kepulan Asap Hitam “Serangan Iran...
Video yang memperlihatkan kepulan asap hitam...",video kepulan asap hitam serangan iran video yang memperlihatkan kepulan asap hitam,Hoax,TurnBackHoax
[SALAH] Video Kepulan Asap Hitam “Serangan Iran...,video kepulan asap hitam serangan iran,Hoax,TurnBackHoax
"[SALAH] Trump Ancam Hapus New York dari...
Unggahan berisi klaim “Trump ancam hapus...",trump ancam hapus new york dari unggahan berisi klaim trump ancam hapus,Hoax,TurnBackHoax
[SALAH] Trump Ancam Hapus New York dari...,trump ancam hapus new york dari,Hoax,TurnBackHoax
"[SALAH] Video “Tentara Amerika Sudah Masuk Hutan...
Unggahan berisi klaim “Tentara Amerika sudah...",video tentara amerika sudah masuk hutan unggahan berisi klaim tentara amerika sudah,Hoax,TurnBackHoax
[SALAH] Video “Tentara Amerika Sudah Masuk Hutan...,video tentara amerika sudah masuk hutan,Hoax,TurnBackHoax
"[SALAH] Video “Perang Dunia ke-3 Diumumkan, Indonesia...
Unggahan video berisi klaim “perang dunia...",video perang dunia ke diumumkan indonesia unggahan video berisi klaim perang dunia,Hoax,TurnBackHoax
"[SALAH] Video “Perang Dunia ke-3 Diumumkan, Indonesia...",video perang dunia ke diumumkan indonesia,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Rekrutmen Bank Muamalat
Unggahan berisi tautan “pendaftaran rekrutmen Bank...",tautan pendaftaran rekrutmen bank muamalat unggahan berisi tautan pendaftaran rekrutmen bank,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Rekrutmen Bank Muamalat,tautan pendaftaran rekrutmen bank muamalat,Hoax,TurnBackHoax
"[PENIPUAN] Surat Panggilan Calon Karyawan Pertamina melalui...
Surat panggilan calon karyawan Pertamina yang...",surat panggilan calon karyawan pertamina melalui surat panggilan calon karyawan pertamina yang,Hoax,TurnBackHoax
[PENIPUAN] Surat Panggilan Calon Karyawan Pertamina melalui...,surat panggilan calon karyawan pertamina melalui,Hoax,TurnBackHoax
"[SALAH] Putin Tunjuk Prabowo Jadi Ketua NDB...
Unggahan berisi klaim “Putin tunjuk Prabowo...",putin tunjuk prabowo jadi ketua ndb unggahan berisi klaim putin tunjuk prabowo,Hoax,TurnBackHoax
[SALAH] Putin Tunjuk Prabowo Jadi Ketua NDB...,putin tunjuk prabowo jadi ketua ndb,Hoax,TurnBackHoax
"[SALAH] Video “Kamboja Tembak Jatuh Pesawat Tempur...
Unggahan video berisi klaim “pesawat tempur...",video kamboja tembak jatuh pesawat tempur unggahan video berisi klaim pesawat tempur,Hoax,TurnBackHoax
[SALAH] Video “Kamboja Tembak Jatuh Pesawat Tempur...,video kamboja tembak jatuh pesawat tempur,Hoax,TurnBackHoax
"[SALAH] Pemerintah Akan Batasi Telepon-Video pada WhatsApp
Unggahan berisi narasi “Pemerintah akan batasi...",pemerintah akan batasi telepon video pada whatsapp unggahan berisi narasi pemerintah akan batasi,Hoax,TurnBackHoax
[SALAH] Pemerintah Akan Batasi Telepon-Video pada WhatsApp,pemerintah akan batasi telepon video pada whatsapp,Hoax,TurnBackHoax
"[SALAH] Biaya Denda Tilang Terbaru
Unggahan berisi narasi “biaya denda tilang...",biaya denda tilang terbaru unggahan berisi narasi biaya denda tilang,Hoax,TurnBackHoax
[SALAH] Biaya Denda Tilang Terbaru,biaya denda tilang terbaru,Hoax,TurnBackHoax
"[SALAH] TNI Perdamaian Tantang Israel untuk Perang...
Unggahan video berisi klaim “TNI perdamaian...",tni perdamaian tantang israel untuk perang unggahan video berisi klaim tni perdamaian,Hoax,TurnBackHoax
[SALAH] TNI Perdamaian Tantang Israel untuk Perang...,tni perdamaian tantang israel untuk perang,Hoax,TurnBackHoax
"[SALAH] Dana Pensiun Hanya Bisa Diambil Melalui...
Unggahan berisi klaim “dana pensiun hanya...",dana pensiun hanya bisa diambil melalui unggahan berisi klaim dana pensiun hanya,Hoax,TurnBackHoax
[SALAH] Dana Pensiun Hanya Bisa Diambil Melalui...,dana pensiun hanya bisa diambil melalui,Hoax,TurnBackHoax
"[PENIPUAN] Rekrutmen Tenaga Ahli DPR RI Fraksi...
Unggahan berisi informasi “rekrutmen terbuka tenaga...",rekrutmen tenaga ahli dpr ri fraksi unggahan berisi informasi rekrutmen terbuka tenaga,Hoax,TurnBackHoax
[PENIPUAN] Rekrutmen Tenaga Ahli DPR RI Fraksi...,rekrutmen tenaga ahli dpr ri fraksi,Hoax,TurnBackHoax
"[SALAH] Anggota TNI Kehilangan Tangan dan Kaki...
Unggahan video berisi klaim “anggota TNI...",anggota tni kehilangan tangan dan kaki unggahan video berisi klaim anggota tni,Hoax,TurnBackHoax
[SALAH] Anggota TNI Kehilangan Tangan dan Kaki...,anggota tni kehilangan tangan dan kaki,Hoax,TurnBackHoax
"[SALAH] Video “Trump Lengser dari Kursi Presiden...
Unggahan berisi narasi “Trump lengser dari...",video trump lengser dari kursi presiden unggahan berisi narasi trump lengser dari,Hoax,TurnBackHoax
[SALAH] Video “Trump Lengser dari Kursi Presiden...,video trump lengser dari kursi presiden,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran CPNS Kemenkumham
Unggahan berisi tautan “pendaftaran CPNS Kemenkumham”...",tautan pendaftaran cpns kemenkumham unggahan berisi tautan pendaftaran cpns kemenkumham,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran CPNS Kemenkumham,tautan pendaftaran cpns kemenkumham,Hoax,TurnBackHoax
"[SALAH] Video “Penangkapan Benjamin Netanyahu”
Unggahan video berisi klaim “penangkapan Netanyahu”...",video penangkapan benjamin netanyahu unggahan video berisi klaim penangkapan netanyahu,Hoax,TurnBackHoax
[SALAH] Video “Penangkapan Benjamin Netanyahu”,video penangkapan benjamin netanyahu,Hoax,TurnBackHoax
"[SALAH] Prabowo Hentikan Program Bansos
Unggahan berisi klaim “Prabowo hentikan program...",prabowo hentikan program bansos unggahan berisi klaim prabowo hentikan program,Hoax,TurnBackHoax
[SALAH] Prabowo Hentikan Program Bansos,prabowo hentikan program bansos,Hoax,TurnBackHoax
"[SALAH] Agustus 2025 Bakal Ada Gerhana Matahari...
Unggahan berisi klaim “akan ada gerhana...",agustus bakal ada gerhana matahari unggahan berisi klaim akan ada gerhana,Hoax,TurnBackHoax
[SALAH] Agustus 2025 Bakal Ada Gerhana Matahari...,agustus bakal ada gerhana matahari,Hoax,TurnBackHoax
"[SALAH] Tom Lembong Bebas Tanpa Syarat Usai...
Unggahan video disertai klaim ""Tom Lembong...",tom lembong bebas tanpa syarat usai unggahan video disertai klaim tom lembong,Hoax,TurnBackHoax
[SALAH] Tom Lembong Bebas Tanpa Syarat Usai...,tom lembong bebas tanpa syarat usai,Hoax,TurnBackHoax
"[SALAH] Jokowi Punya Rekening di 20 Bank...
Unggahan dengan narasi “Jokowi punya rekening...",jokowi punya rekening di bank unggahan dengan narasi jokowi punya rekening,Hoax,TurnBackHoax
[SALAH] Jokowi Punya Rekening di 20 Bank...,jokowi punya rekening di bank,Hoax,TurnBackHoax
"[SALAH] Mulai Juni 2025, Peserta BPJS PBI...
Unggahan berisi klaim “mulai Juni 2025,...",mulai juni peserta bpjs pbi unggahan berisi klaim mulai juni,Hoax,TurnBackHoax
"[SALAH] Mulai Juni 2025, Peserta BPJS PBI...",mulai juni peserta bpjs pbi,Hoax,TurnBackHoax
"[SALAH] Narasi “Cara Daftar Transmigrasi ke IKN”
Unggahan berisi narasi “cara daftar transmigrasi...",narasi cara daftar transmigrasi ke ikn unggahan berisi narasi cara daftar transmigrasi,Hoax,TurnBackHoax
[SALAH] Narasi “Cara Daftar Transmigrasi ke IKN”,narasi cara daftar transmigrasi ke ikn,Hoax,TurnBackHoax
"[SALAH] 18 Ribu Personel TNI Lengkap dengan...
Unggahan video berisi klaim “18 ribu...",ribu personel tni lengkap dengan unggahan video berisi klaim ribu,Hoax,TurnBackHoax
[SALAH] 18 Ribu Personel TNI Lengkap dengan...,ribu personel tni lengkap dengan,Hoax,TurnBackHoax
"[SALAH] Wamen Giring Minta Anies Tidak Terjun...
Unggahan berisi klaim “Wamen Giring minta...",wamen giring minta anies tidak terjun unggahan berisi klaim wamen giring minta,Hoax,TurnBackHoax
[SALAH] Wamen Giring Minta Anies Tidak Terjun...,wamen giring minta anies tidak terjun,Hoax,TurnBackHoax
"[SALAH] Presiden Prabowo Jadi Ketua BRICS
Unggahan berisi klaim “Prabowo menjadi ketua...",presiden prabowo jadi ketua brics unggahan berisi klaim prabowo menjadi ketua,Hoax,TurnBackHoax
[SALAH] Presiden Prabowo Jadi Ketua BRICS,presiden prabowo jadi ketua brics,Hoax,TurnBackHoax
"[SALAH] Video “Sri Mulyani Permalukan DPR saat...
Unggahan berisi klaim “Sri Mulyani permalukan...",video sri mulyani permalukan dpr saat unggahan berisi klaim sri mulyani permalukan,Hoax,TurnBackHoax
[SALAH] Video “Sri Mulyani Permalukan DPR saat...,video sri mulyani permalukan dpr saat,Hoax,TurnBackHoax
"[SALAH] Jokowi Mengancam Para Ulama
Unggahan video berisi klaim “Jokowi mengancam...",jokowi mengancam para ulama unggahan video berisi klaim jokowi mengancam,Hoax,TurnBackHoax
[SALAH] Jokowi Mengancam Para Ulama,jokowi mengancam para ulama,Hoax,TurnBackHoax
"[SALAH] Pembakar Ruko Pramuka Bayaran Jokowi Ditangkap
Unggahan dengan narasi “pembakar ruko pramuka...",pembakar ruko pramuka bayaran jokowi ditangkap unggahan dengan narasi pembakar ruko pramuka,Hoax,TurnBackHoax
[SALAH] Pembakar Ruko Pramuka Bayaran Jokowi Ditangkap,pembakar ruko pramuka bayaran jokowi ditangkap,Hoax,TurnBackHoax
"[SALAH] Video “Helikopter Terjatuh di Parapat, Danau...
Unggahan video berisi klaim “helikopter terjatuh...",video helikopter terjatuh di parapat danau unggahan video berisi klaim helikopter terjatuh,Hoax,TurnBackHoax
"[SALAH] Video “Helikopter Terjatuh di Parapat, Danau...",video helikopter terjatuh di parapat danau,Hoax,TurnBackHoax
"[SALAH] Video “Penampakan Rudal TNI AU Garuda...
Unggahan video berisi klaim “penampakan rudal...",video penampakan rudal tni au garuda unggahan video berisi klaim penampakan rudal,Hoax,TurnBackHoax
[SALAH] Video “Penampakan Rudal TNI AU Garuda...,video penampakan rudal tni au garuda,Hoax,TurnBackHoax
"[SALAH] Pelatih Timnas U-23 RI Gerald Vanenburg...
Unggahan berisi klaim “pelatih Timnas U-23...",pelatih timnas u ri gerald vanenburg unggahan berisi klaim pelatih timnas u,Hoax,TurnBackHoax
[SALAH] Pelatih Timnas U-23 RI Gerald Vanenburg...,pelatih timnas u ri gerald vanenburg,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Adaro Indonesia
Unggahan berisi tautan pendaftaran “lowongan kerja...",tautan pendaftaran lowongan kerja adaro indonesia unggahan berisi tautan pendaftaran lowongan kerja,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Adaro Indonesia,tautan pendaftaran lowongan kerja adaro indonesia,Hoax,TurnBackHoax
"[SALAH] Australia Protes karena Rusia Bakal Bangun...
Unggahan berisi klaim “Australia protes keras...",australia protes karena rusia bakal bangun unggahan berisi klaim australia protes keras,Hoax,TurnBackHoax
[SALAH] Australia Protes karena Rusia Bakal Bangun...,australia protes karena rusia bakal bangun,Hoax,TurnBackHoax
"[SALAH] Video “Pembuatan Jet Tempur Siluman Indonesia”
Unggahan video berisi klaim “pembuatan jet...",video pembuatan jet tempur siluman indonesia unggahan video berisi klaim pembuatan jet,Hoax,TurnBackHoax
[SALAH] Video “Pembuatan Jet Tempur Siluman Indonesia”,video pembuatan jet tempur siluman indonesia,Hoax,TurnBackHoax
"[PENIPUAN] YouTuber Aisar Khaled Bagi-Bagi Motor
Unggahan berisi klaim “Aisar Khaled bagi-bagi...",youtuber aisar khaled bagi bagi motor unggahan berisi klaim aisar khaled bagi bagi,Hoax,TurnBackHoax
[PENIPUAN] YouTuber Aisar Khaled Bagi-Bagi Motor,youtuber aisar khaled bagi bagi motor,Hoax,TurnBackHoax
"[SALAH] Foto “TNI Tangkap Intelijen Israel”
Unggahan foto berisi klaim “TNI tangkap...",foto tni tangkap intelijen israel unggahan foto berisi klaim tni tangkap,Hoax,TurnBackHoax
[SALAH] Foto “TNI Tangkap Intelijen Israel”,foto tni tangkap intelijen israel,Hoax,TurnBackHoax
"[SALAH] Indro Warkop Menghembuskan Nafas Terakhir di...
Unggahan dengan narasi “Indro Warkop Menghembuskan...",indro warkop menghembuskan nafas terakhir di unggahan dengan narasi indro warkop menghembuskan,Hoax,TurnBackHoax
[SALAH] Indro Warkop Menghembuskan Nafas Terakhir di...,indro warkop menghembuskan nafas terakhir di,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Le Minerale
Unggahan berisi tautan pendaftaran “lowongan kerja...",tautan pendaftaran lowongan kerja le minerale unggahan berisi tautan pendaftaran lowongan kerja,Hoax,TurnBackHoax
"[PENIPUAN] Program Memberikan kepada Petani Bibit (Bibit...
Unggahan berisi narasi “Program Memberikan kepada...",program memberikan kepada petani bibit bibit unggahan berisi narasi program memberikan kepada,Hoax,TurnBackHoax
[PENIPUAN] Program Memberikan kepada Petani Bibit (Bibit...,program memberikan kepada petani bibit bibit,Hoax,TurnBackHoax
"[PENIPUAN] Pendaftaran Undian Wondr BNI Berhadiah melalui...
BNI meminta masyarakat untuk berhati-hati terhadap...",pendaftaran undian wondr bni berhadiah melalui bni meminta masyarakat untuk berhati hati terhadap,Hoax,TurnBackHoax
[PENIPUAN] Pendaftaran Undian Wondr BNI Berhadiah melalui...,pendaftaran undian wondr bni berhadiah melalui,Hoax,TurnBackHoax
"[SALAH] China Tunjukan Hasil Uji Coba Membuat...
Unggahan dengan narasi “China Tunjukan Hasil...",china tunjukan hasil uji coba membuat unggahan dengan narasi china tunjukan hasil,Hoax,TurnBackHoax
[SALAH] China Tunjukan Hasil Uji Coba Membuat...,china tunjukan hasil uji coba membuat,Hoax,TurnBackHoax
"[SALAH] Indonesia Disebut sebagai “Tiongkok Baru ASEAN”
Unggahan berisi klaim “Indonesia disebut sebagai...",indonesia disebut sebagai tiongkok baru asean unggahan berisi klaim indonesia disebut sebagai,Hoax,TurnBackHoax
[SALAH] Indonesia Disebut sebagai “Tiongkok Baru ASEAN”,indonesia disebut sebagai tiongkok baru asean,Hoax,TurnBackHoax
"[SALAH] Abuya Darul Aman Orang Terkaya Nomor...
Unggahan video berisi klaim “Abuya Darul...",abuya darul aman orang terkaya nomor unggahan video berisi klaim abuya darul,Hoax,TurnBackHoax
[SALAH] Abuya Darul Aman Orang Terkaya Nomor...,abuya darul aman orang terkaya nomor,Hoax,TurnBackHoax
"[SALAH] Video “Tentara Israel Dukung Kemerdekaan Papua”
Unggahan video berisi klaim “tentara Israel...",video tentara israel dukung kemerdekaan papua unggahan video berisi klaim tentara israel,Hoax,TurnBackHoax
[SALAH] Video “Tentara Israel Dukung Kemerdekaan Papua”,video tentara israel dukung kemerdekaan papua,Hoax,TurnBackHoax
"[PENIPUAN] Prabowo Resmikan Pembuatan dan Perpanjangan SIM...
Unggahan berisi narasi “Prabowo resmikan pembuatan...",prabowo resmikan pembuatan dan perpanjangan sim unggahan berisi narasi prabowo resmikan pembuatan,Hoax,TurnBackHoax
[PENIPUAN] Prabowo Resmikan Pembuatan dan Perpanjangan SIM...,prabowo resmikan pembuatan dan perpanjangan sim,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja BAZNAS
Unggahan berisi tautan “pendaftaran lowongan kerja...",tautan pendaftaran lowongan kerja baznas unggahan berisi tautan pendaftaran lowongan kerja,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja BAZNAS,tautan pendaftaran lowongan kerja baznas,Hoax,TurnBackHoax
"[PENIPUAN] Australia Berikan Dana Bantuan untuk Umat...
Unggahan video mengenai adanya bantuan dana...",australia berikan dana bantuan untuk umat unggahan video mengenai adanya bantuan dana,Hoax,TurnBackHoax
