Teks Berita,Teks_Final,Label,Sumber
[SALAH] Trump Bakal Buat Indonesia seperti Venezuela,trump indonesia venezuela,Hoax,TurnBackHoax
"[SALAH] Rakyat Venezuela Demo Minta Bantuan Usai...
Konteks asli video adalah dokumentasi momen...",rakyat venezuela demo bantuan konteks asli video dokumentasi momen,Hoax,TurnBackHoax
[SALAH] Rakyat Venezuela Demo Minta Bantuan Usai...,rakyat venezuela demo bantuan,Hoax,TurnBackHoax
"[SALAH] Purbaya dan Prabowo Sepakat Turunkan Harga...
Faktanya, tidak ada keputusan resmi maupun...",purbaya prabowo sepakat turunkan harga faktanya keputusan resmi,Hoax,TurnBackHoax
[SALAH] Purbaya dan Prabowo Sepakat Turunkan Harga...,purbaya prabowo sepakat turunkan harga,Hoax,TurnBackHoax
"[SALAH] Dana Desa Dihapus, Diganti “Program untuk...
Faktanya, program Dana Desa masih berlanjut...",dana desa dihapus diganti program faktanya program dana desa berlanjut,Hoax,TurnBackHoax
"[SALAH] Dana Desa Dihapus, Diganti “Program untuk...",dana desa dihapus diganti program,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran “Lowongan Kerja Pegadaian 2026""
Unggahan berisi tautan “pendaftaran lowongan kerja...",tautan pendaftaran lowongan kerja pegadaian unggahan berisi tautan pendaftaran lowongan kerja,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran “Lowongan Kerja Pegadaian 2026""",tautan pendaftaran lowongan kerja pegadaian,Hoax,TurnBackHoax
"[SALAH] Denmark Latihan Kesiapan Tempur Lawan AS...
Konteks asli video adalah dokumentasi latihan...",denmark latihan kesiapan tempur lawan as konteks asli video dokumentasi latihan,Hoax,TurnBackHoax
[SALAH] Denmark Latihan Kesiapan Tempur Lawan AS...,denmark latihan kesiapan tempur lawan as,Hoax,TurnBackHoax
"[SALAH] Akibat Banyak yang Keracunan, Purbaya Usul...
Kemenkeu telah membatah informasi tersebut, program...",akibat keracunan purbaya usul kemenkeu membatah informasi program,Hoax,TurnBackHoax
"[SALAH] Akibat Banyak yang Keracunan, Purbaya Usul...",akibat keracunan purbaya usul,Hoax,TurnBackHoax
"[SALAH] Hasil Uji Laboratorium Sinkhole di Sumbar...
Air sinkhole di Situjuah Batua, Limapuluh...",hasil uji laboratorium sinkhole sumbar air sinkhole situjuah batua limapuluh,Hoax,TurnBackHoax
[SALAH] Hasil Uji Laboratorium Sinkhole di Sumbar...,hasil uji laboratorium sinkhole sumbar,Hoax,TurnBackHoax
"[SALAH] Hakim PN Surakarta Tegaskan Ijazah Jokowi...
Tidak ada informasi valid atau pemberitaan...",hakim pn surakarta tegaskan ijazah jokowi informasi valid pemberitaan,Hoax,TurnBackHoax
[SALAH] Hakim PN Surakarta Tegaskan Ijazah Jokowi...,hakim pn surakarta tegaskan ijazah jokowi,Hoax,TurnBackHoax
"[SALAH] Menkeu Purbaya Ancam Luhut dan Sri...
Tidak ditemukan informasi dari sumber kredibel...",menkeu purbaya ancam luhut sri ditemukan informasi sumber kredibel,Hoax,TurnBackHoax
[SALAH] Menkeu Purbaya Ancam Luhut dan Sri...,menkeu purbaya ancam luhut sri,Hoax,TurnBackHoax
"[SALAH] Seskab Teddy Telepon Pandji Pragiwaksono, Minta...
Faktanya, audio dalam video adalah pernyataan...",seskab teddy telepon pandji pragiwaksono faktanya audio video pernyataan,Hoax,TurnBackHoax
"[SALAH] Seskab Teddy Telepon Pandji Pragiwaksono, Minta...",seskab teddy telepon pandji pragiwaksono,Hoax,TurnBackHoax
"[SALAH] Artis Cilik Farel Prayoga Meninggal Dunia...
Faktanya, melalui unggahan akun Instagram penyanyi...",artis cilik farel prayoga meninggal dunia faktanya unggahan akun instagram penyanyi,Hoax,TurnBackHoax
[SALAH] Artis Cilik Farel Prayoga Meninggal Dunia...,artis cilik farel prayoga meninggal dunia,Hoax,TurnBackHoax
"[SALAH] Video ""TNI Bangun Jembatan Darurat di...
Faktanya, video tersebut diketahui hasil rekayasa...",video tni bangun jembatan darurat faktanya video hasil rekayasa,Hoax,TurnBackHoax
"[SALAH] Video ""TNI Bangun Jembatan Darurat di...",video tni bangun jembatan darurat,Hoax,TurnBackHoax
"[SALAH] TNI Sebut China Sudah Sangat Berharga...
Tidak ditemukan informasi yang membenarkan klaim....",tni china berharga ditemukan informasi membenarkan klaim,Hoax,TurnBackHoax
[SALAH] TNI Sebut China Sudah Sangat Berharga...,tni china berharga,Hoax,TurnBackHoax
"[SALAH] Foto Helikopter dan Pasukan pada Operasi...
Faktanya, foto yang dibagikan adalah dokumentasi...",foto helikopter pasukan operasi faktanya foto dibagikan dokumentasi,Hoax,TurnBackHoax
[SALAH] Foto Helikopter dan Pasukan pada Operasi...,foto helikopter pasukan operasi,Hoax,TurnBackHoax
"[SALAH] Menkeu Purbaya Audit Dana Pembangunan Jalan...
Tidak ditemukan informasi dari sumber kredibel...",menkeu purbaya audit dana pembangunan jalan ditemukan informasi sumber kredibel,Hoax,TurnBackHoax
[SALAH] Menkeu Purbaya Audit Dana Pembangunan Jalan...,menkeu purbaya audit dana pembangunan jalan,Hoax,TurnBackHoax
"[SALAH] Video ""Mahasiswa Tolak Pelaksanaan Program MBG...
Konten yang beredar merupakan hasil rekayasa...",video mahasiswa tolak pelaksanaan program mbg konten beredar hasil rekayasa,Hoax,TurnBackHoax
"[SALAH] Video ""Mahasiswa Tolak Pelaksanaan Program MBG...",video mahasiswa tolak pelaksanaan program mbg,Hoax,TurnBackHoax
"[PENIPUAN] Pemerintah Resmikan Pinjaman Berbasis Online COD...
Tidak ditemukan informasi kredibel yang membenarkan...",pemerintah resmikan pinjaman berbasis online cod ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[PENIPUAN] Pemerintah Resmikan Pinjaman Berbasis Online COD...,pemerintah resmikan pinjaman berbasis online cod,Hoax,TurnBackHoax
"[SALAH] Kantor Polisi Cina Sudah Berdiri di...
Tidak ada laporan resmi atau informasi...",kantor polisi cina berdiri laporan resmi informasi,Hoax,TurnBackHoax
[SALAH] Kantor Polisi Cina Sudah Berdiri di...,kantor polisi cina berdiri,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran “Lowongan Mitra BPS 2026""
Faktanya, pendaftaran Mitra BPS untuk tahun...",tautan pendaftaran lowongan mitra bps faktanya pendaftaran mitra bps,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran “Lowongan Mitra BPS 2026""",tautan pendaftaran lowongan mitra bps,Hoax,TurnBackHoax
"[SALAH] Pesawat Tempur Amerika Serang Venezuela
Konten yang beredar bukan merupakan peristiwa...",pesawat tempur amerika serang venezuela konten beredar peristiwa,Hoax,TurnBackHoax
[SALAH] Pesawat Tempur Amerika Serang Venezuela,pesawat tempur amerika serang venezuela,Hoax,TurnBackHoax
"[PENIPUAN] Tautan “Pendaftaran Pendamping Desa 2026”
Faktanya, tautan tidak mengarah ke laman...",tautan pendaftaran pendamping desa faktanya tautan mengarah laman,Hoax,TurnBackHoax
[PENIPUAN] Tautan “Pendaftaran Pendamping Desa 2026”,tautan pendaftaran pendamping desa,Hoax,TurnBackHoax
"[SALAH] Menkeu Purbaya Peringatkan Sri Mulyani untuk...
Tidak ditemukan informasi kredibel yang mendukung...",menkeu purbaya peringatkan sri mulyani ditemukan informasi kredibel mendukung,Hoax,TurnBackHoax
[SALAH] Menkeu Purbaya Peringatkan Sri Mulyani untuk...,menkeu purbaya peringatkan sri mulyani,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan ""Pegawai Bea Cukai...
Unggahan berisi tautan “pendaftaran lowongan pegawai...",tautan pendaftaran lowongan pegawai bea cukai unggahan berisi tautan pendaftaran lowongan pegawai,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan ""Pegawai Bea Cukai...",tautan pendaftaran lowongan pegawai bea cukai,Hoax,TurnBackHoax
"[SALAH] Menkeu Purbaya Peringatkan DPR: Jangan Sampai...
Tidak ditemukan satupun informasi dari sumber...",menkeu purbaya peringatkan dpr ditemukan satupun informasi sumber,Hoax,TurnBackHoax
[SALAH] Menkeu Purbaya Peringatkan DPR: Jangan Sampai...,menkeu purbaya peringatkan dpr,Hoax,TurnBackHoax
"[SALAH] Menag RI: Dua Juta Umat Muslim...
Tidak ada informasi valid atau pemberitaan...",menag ri juta umat muslim informasi valid pemberitaan,Hoax,TurnBackHoax
[SALAH] Menag RI: Dua Juta Umat Muslim...,menag ri juta umat muslim,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""CPNS Dinas Perhubungan 2026""
Unggahan berisi tautan “pendaftaran CPNS Dinas...",tautan pendaftaran cpns dinas perhubungan unggahan berisi tautan pendaftaran cpns dinas,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""CPNS Dinas Perhubungan 2026""",tautan pendaftaran cpns dinas perhubungan,Hoax,TurnBackHoax
"[PENIPUAN] Tautan ""Pendaftaran Bantuan PKH 2026 Rp900...
Tautan yang dibagikan tidak mengarah ke...",tautan pendaftaran bantuan pkh rp tautan dibagikan mengarah,Hoax,TurnBackHoax
"[PENIPUAN] Tautan ""Pendaftaran Bantuan PKH 2026 Rp900...",tautan pendaftaran bantuan pkh rp,Hoax,TurnBackHoax
"[SALAH] Anggaran Program MBG Dialihkan untuk Bencana...
Tidak ditemukan pemberitaan kredibel yang membenarkan...",anggaran program mbg dialihkan bencana ditemukan pemberitaan kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Anggaran Program MBG Dialihkan untuk Bencana...,anggaran program mbg dialihkan bencana,Hoax,TurnBackHoax
"[SALAH] Prabowo Ultimatum Jenderal Polisi di Kementerian:...
Tidak ditemukan informasi kredibel yang membenarkan...",prabowo ultimatum jenderal polisi kementerian ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Prabowo Ultimatum Jenderal Polisi di Kementerian:...,prabowo ultimatum jenderal polisi kementerian,Hoax,TurnBackHoax
"[SALAH] DPR Desak Pemerintah Jangan Halangi Rakyat...
Tidak ditemukan informasi dari sumber kredibel...",dpr desak pemerintah halangi rakyat ditemukan informasi sumber kredibel,Hoax,TurnBackHoax
[SALAH] DPR Desak Pemerintah Jangan Halangi Rakyat...,dpr desak pemerintah halangi rakyat,Hoax,TurnBackHoax
"[SALAH] Presiden Sementara Venezuela Tegaskan Bakal Lawan...
Faktanya, Presiden sementara Venezuela adalah Delcy...",presiden venezuela tegaskan lawan faktanya presiden venezuela delcy,Hoax,TurnBackHoax
[SALAH] Presiden Sementara Venezuela Tegaskan Bakal Lawan...,presiden venezuela tegaskan lawan,Hoax,TurnBackHoax
"[SALAH] Kejagung Tetapkan Luhut Jadi Tersangka Korupsi...
Tidak ditemukan pemberitaan kredibel yang membenarkan...",kejagung tetapkan luhut tersangka korupsi ditemukan pemberitaan kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Kejagung Tetapkan Luhut Jadi Tersangka Korupsi...,kejagung tetapkan luhut tersangka korupsi,Hoax,TurnBackHoax
"[SALAH] Video Warga Aceh Tamiang Rebutan Peluk...
Faktanya, video tersebut kemungkinan besar direkam...",video warga aceh tamiang rebutan peluk faktanya video direkam,Hoax,TurnBackHoax
[SALAH] Video Warga Aceh Tamiang Rebutan Peluk...,video warga aceh tamiang rebutan peluk,Hoax,TurnBackHoax
"[SALAH] Kembang Api Godzilla Di Jepang Saat...
Video kembang api berbentuk Godzilla tersebut...",kembang api godzilla jepang video kembang api berbentuk godzilla,Hoax,TurnBackHoax
[SALAH] Kembang Api Godzilla Di Jepang Saat...,kembang api godzilla jepang,Hoax,TurnBackHoax
"[SALAH] Video Dedi Mulyadi Disambut Warga Padang...
Video yang beredar merupakan dokumentasi kunjungan...",video dedi mulyadi disambut warga padang video beredar dokumentasi kunjungan,Hoax,TurnBackHoax
[SALAH] Video Dedi Mulyadi Disambut Warga Padang...,video dedi mulyadi disambut warga padang,Hoax,TurnBackHoax
"[SALAH] Pembaca Kitab Mazmur dalam Ibadah Misa...
Video tersebut menampilkan pembacaan Surah Al-Baqarah...",pembaca kitab mazmur ibadah misa video menampilkan pembacaan surah al baqarah,Hoax,TurnBackHoax
[SALAH] Pembaca Kitab Mazmur dalam Ibadah Misa...,pembaca kitab mazmur ibadah misa,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja BNPB 2026
Faktanya, informasi lowongan kerja resmi BNPB...",tautan pendaftaran lowongan kerja bnpb faktanya informasi lowongan kerja resmi bnpb,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja BNPB 2026,tautan pendaftaran lowongan kerja bnpb,Hoax,TurnBackHoax
"[SALAH] Malaysia Sebut Pemerintahan Prabowo seperti Penindasan...
Konten yang beredar merupakan hasil rekayasa...",malaysia pemerintahan prabowo penindasan konten beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] Malaysia Sebut Pemerintahan Prabowo seperti Penindasan...,malaysia pemerintahan prabowo penindasan,Hoax,TurnBackHoax
"[SALAH] Purbaya Memohon ke Prabowo untuk Sahkan...
Tidak ditemukan informasi kredibel yang membenarkan...",purbaya memohon prabowo sahkan ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Purbaya Memohon ke Prabowo untuk Sahkan...,purbaya memohon prabowo sahkan,Hoax,TurnBackHoax
"[SALAH] BMKG Keluarkan Peringatan Ancaman Fenomena Squall...
BMKG tidak pernah mengeluarkan pernyataan maupun...",bmkg keluarkan peringatan ancaman fenomena squall bmkg mengeluarkan pernyataan,Hoax,TurnBackHoax
[SALAH] BMKG Keluarkan Peringatan Ancaman Fenomena Squall...,bmkg keluarkan peringatan ancaman fenomena squall,Hoax,TurnBackHoax
"[SALAH] Video Rumah Tiga Lantai Terseret Arus...
Konten yang beredar merupakan hasil rekayasa...",video rumah lantai terseret arus konten beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] Video Rumah Tiga Lantai Terseret Arus...,video rumah lantai terseret arus,Hoax,TurnBackHoax
"[SALAH] Ahmad Sidik (Pelapor Ijazah Palsu Wagub...
Tidak ada informasi valid atau pemberitaan...",ahmad sidik pelapor ijazah palsu wagub informasi valid pemberitaan,Hoax,TurnBackHoax
[SALAH] Ahmad Sidik (Pelapor Ijazah Palsu Wagub...,ahmad sidik pelapor ijazah palsu wagub,Hoax,TurnBackHoax
"[SALAH] Video “Bahlil Joget di Tengah Duka...
Konteks asli video adalah momen Bahlil...",video bahlil joget duka konteks asli video momen bahlil,Hoax,TurnBackHoax
[SALAH] Video “Bahlil Joget di Tengah Duka...,video bahlil joget duka,Hoax,TurnBackHoax
"[SALAH] 2026 Ojol Wajib Beli Motor Listrik...
Tidak ada informasi valid atau pemberitaan...",ojol wajib beli motor listrik informasi valid pemberitaan,Hoax,TurnBackHoax
[SALAH] 2026 Ojol Wajib Beli Motor Listrik...,ojol wajib beli motor listrik,Hoax,TurnBackHoax
"[SALAH] Video “Pertemuan Damai Jokowi dan Roy...
Konten yang beredar adalah hasil rekayasa...",video pertemuan damai jokowi roy konten beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] Video “Pertemuan Damai Jokowi dan Roy...,video pertemuan damai jokowi roy,Hoax,TurnBackHoax
"[SALAH] Hotman Paris Temukan Aliran Dana dalam...
Tidak ada informasi valid atau pemberitaan...",hotman paris temukan aliran dana informasi valid pemberitaan,Hoax,TurnBackHoax
[SALAH] Hotman Paris Temukan Aliran Dana dalam...,hotman paris temukan aliran dana,Hoax,TurnBackHoax
"[PENIPUAN] Pemerintah Akan Salurkan BLT UMKM 2026...
Tautan yang dibagikan tidak mengarah ke...",pemerintah salurkan blt umkm tautan dibagikan mengarah,Hoax,TurnBackHoax
[PENIPUAN] Pemerintah Akan Salurkan BLT UMKM 2026...,pemerintah salurkan blt umkm,Hoax,TurnBackHoax
"[SALAH] Akuarium Besar di Mall Bandung Pecah
Konten yang beredar merupakan hasil rekayasa...",akuarium mall bandung pecah konten beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] Akuarium Besar di Mall Bandung Pecah,akuarium mall bandung pecah,Hoax,TurnBackHoax
"[PENIPUAN] Najwa Shihab Promosikan Program Motor Murah...
Konten yang beredar merupakan hasil rekayasa...",najwa shihab promosikan program motor murah konten beredar hasil rekayasa,Hoax,TurnBackHoax
[PENIPUAN] Najwa Shihab Promosikan Program Motor Murah...,najwa shihab promosikan program motor murah,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""Lowongan Kerja Dinas Lingkungan...
Unggahan berisi tautan “lowongan kerja dinas...",tautan pendaftaran lowongan kerja dinas lingkungan unggahan berisi tautan lowongan kerja dinas,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""Lowongan Kerja Dinas Lingkungan...",tautan pendaftaran lowongan kerja dinas lingkungan,Hoax,TurnBackHoax
"[SALAH] PBB Kirim Tim Investigasi ke Aceh...
Konteks asli dokumentasi adalah momen United...",pbb kirim tim investigasi aceh konteks asli dokumentasi momen united,Hoax,TurnBackHoax
[SALAH] PBB Kirim Tim Investigasi ke Aceh...,pbb kirim tim investigasi aceh,Hoax,TurnBackHoax
"[SALAH] Mantan Model Dewasa Dilantik Jadi Tim...
Selebgram Ayu Aulia bukan tim kreatif...",mantan model dewasa dilantik tim selebgram ayu aulia tim kreatif,Hoax,TurnBackHoax
[SALAH] Mantan Model Dewasa Dilantik Jadi Tim...,mantan model dewasa dilantik tim,Hoax,TurnBackHoax
"[PENIPUAN] Dirjen Bimas Kristen Kemenag RI Bagikan...
Faktanya, sebesar 99,8 persen video tersebut...",dirjen bimas kristen kemenag ri bagikan faktanya persen video,Hoax,TurnBackHoax
[PENIPUAN] Dirjen Bimas Kristen Kemenag RI Bagikan...,dirjen bimas kristen kemenag ri bagikan,Hoax,TurnBackHoax
"[SALAH] Pemkab Sampang Alergi Muhammadiyah
Konten yang beredar adalah hasil rekayasa...",pemkab sampang alergi muhammadiyah konten beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] Pemkab Sampang Alergi Muhammadiyah,pemkab sampang alergi muhammadiyah,Hoax,TurnBackHoax
"[SALAH] Video Rapat DPRD Jawa Barat tentang...
Faktanya, video yang disebarkan adalah media...",video rapat dprd jawa barat faktanya video disebarkan media,Hoax,TurnBackHoax
[SALAH] Video Rapat DPRD Jawa Barat tentang...,video rapat dprd jawa barat,Hoax,TurnBackHoax
"[SALAH] TNI Tangkap Anggota KKB dan WNA...
Konten yang beredar adalah hasil rekayasa...",tni tangkap anggota kkb wna konten beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] TNI Tangkap Anggota KKB dan WNA...,tni tangkap anggota kkb wna,Hoax,TurnBackHoax
"[SALAH] Bahlil Minta PLN Menaikkan Harga Token...
Tidak ditemukan informasi resmi atau pemberitaan...",bahlil pln menaikkan harga token ditemukan informasi resmi pemberitaan,Hoax,TurnBackHoax
[SALAH] Bahlil Minta PLN Menaikkan Harga Token...,bahlil pln menaikkan harga token,Hoax,TurnBackHoax
"[SALAH] China Kirim Bantuan Tank dan Peluncur...
Tidak ditemukan informasi kredibel yang membenarkan...",china kirim bantuan tank peluncur ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] China Kirim Bantuan Tank dan Peluncur...,china kirim bantuan tank peluncur,Hoax,TurnBackHoax
"[SALAH] Snack Luppo Mengandung Tablet Berbahaya yang...
Faktanya, video tersebut kemungkinan besar direkam...",snack luppo mengandung tablet berbahaya faktanya video direkam,Hoax,TurnBackHoax
[SALAH] Snack Luppo Mengandung Tablet Berbahaya yang...,snack luppo mengandung tablet berbahaya,Hoax,TurnBackHoax
"[SALAH] Puluhan Truk Malaysia Curi Kabel Tembaga...
Konten yang beredar adalah hasil rekayasa...",puluhan truk malaysia curi kabel tembaga konten beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] Puluhan Truk Malaysia Curi Kabel Tembaga...,puluhan truk malaysia curi kabel tembaga,Hoax,TurnBackHoax
"[SALAH] Roy Suryo Divonis 30 Tahun Penjara...
Tidak ditemukan pemberitaan kredibel yang membenarkan...",roy suryo divonis penjara ditemukan pemberitaan kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Roy Suryo Divonis 30 Tahun Penjara...,roy suryo divonis penjara,Hoax,TurnBackHoax
"[SALAH] Video “Desember 2025 Mahasiswa UGM Demo...
Konteks asli video adalah momen mahasiswa...",video desember mahasiswa ugm demo konteks asli video momen mahasiswa,Hoax,TurnBackHoax
[SALAH] Video “Desember 2025 Mahasiswa UGM Demo...,video desember mahasiswa ugm demo,Hoax,TurnBackHoax
"[SALAH] Tom Lembong Sebut Kaesang Terima Uang...
Faktanya, tidak ditemukan pemberitaan kredibel yang...",tom lembong kaesang terima uang faktanya ditemukan pemberitaan kredibel,Hoax,TurnBackHoax
[SALAH] Tom Lembong Sebut Kaesang Terima Uang...,tom lembong kaesang terima uang,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Akses Pencairan Simpanan JHT
Tautan yang dibagikan tidak mengarah ke...",tautan akses pencairan simpanan jht tautan dibagikan mengarah,Hoax,TurnBackHoax
[PENIPUAN] Tautan Akses Pencairan Simpanan JHT,tautan akses pencairan simpanan jht,Hoax,TurnBackHoax
"[SALAH] Puluhan Rumah Elit Jadi Lautan Usai...
Konteks asli video adalah dokumentasi rumah...",puluhan rumah elit lautan konteks asli video dokumentasi rumah,Hoax,TurnBackHoax
[SALAH] Puluhan Rumah Elit Jadi Lautan Usai...,puluhan rumah elit lautan,Hoax,TurnBackHoax
"[SALAH] Demo di London Akibat Perlakuan Bonnie...
Konteks asli video adalah momen demonstrasi...",demo london akibat perlakuan bonnie konteks asli video momen demonstrasi,Hoax,TurnBackHoax
[SALAH] Demo di London Akibat Perlakuan Bonnie...,demo london akibat perlakuan bonnie,Hoax,TurnBackHoax
"[SALAH] Video ""TNI Tangkap Mafia Asing Tambang...
Konten yang beredar merupakan hasil rekayasa...",video tni tangkap mafia asing tambang konten beredar hasil rekayasa,Hoax,TurnBackHoax
"[SALAH] Video ""TNI Tangkap Mafia Asing Tambang...",video tni tangkap mafia asing tambang,Hoax,TurnBackHoax
"[PENIPUAN] Wapres Gibran Promosikan Program Motor Murah
Audio dalam konten yang beredar merupakan...",wapres gibran promosikan program motor murah audio konten beredar,Hoax,TurnBackHoax
[PENIPUAN] Wapres Gibran Promosikan Program Motor Murah,wapres gibran promosikan program motor murah,Hoax,TurnBackHoax
"[PENIPUAN] Pengusaha Haji Isam Bagi-bagi Uang Melalui...
Konten yang beredar merupakan hasil rekayasa...",pengusaha haji isam uang konten beredar hasil rekayasa,Hoax,TurnBackHoax
[PENIPUAN] Pengusaha Haji Isam Bagi-bagi Uang Melalui...,pengusaha haji isam uang,Hoax,TurnBackHoax
"[SALAH] Titiek Soeharto Resmi Jadi Ketua DPR...
Faktanya, sampai saat ini posisi Ketua...",titiek soeharto resmi ketua dpr faktanya posisi ketua,Hoax,TurnBackHoax
[SALAH] Titiek Soeharto Resmi Jadi Ketua DPR...,titiek soeharto resmi ketua dpr,Hoax,TurnBackHoax
"[SALAH] Foto “Raffi Ahmad dan Prabowo Bersama...
Potret yang beredar adalah hasil rekayasa...",foto raffi ahmad prabowo potret beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] Foto “Raffi Ahmad dan Prabowo Bersama...,foto raffi ahmad prabowo,Hoax,TurnBackHoax
"[SALAH] Video “700 Kepala Desa Tertangkap KPK”
Konteks asli video adalah momen Kepolisian...",video kepala desa tertangkap kpk konteks asli video momen kepolisian,Hoax,TurnBackHoax
[SALAH] Video “700 Kepala Desa Tertangkap KPK”,video kepala desa tertangkap kpk,Hoax,TurnBackHoax
"[SALAH] Video “Ka’bah Dihias dengan Ornamen Natal”
Video yang beredar merupakan hasil rekayasa...",video ka bah dihias ornamen natal video beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] Video “Ka’bah Dihias dengan Ornamen Natal”,video ka bah dihias ornamen natal,Hoax,TurnBackHoax
"[SALAH] Video Banjir Uang di Guci 20...
Faktanya, sebesar 81,3 persen gambar dari...",video banjir uang guci faktanya persen gambar,Hoax,TurnBackHoax
[SALAH] Video Banjir Uang di Guci 20...,video banjir uang guci,Hoax,TurnBackHoax
"[SALAH] Video ""Polisi Tilang Iring-iringan Pengantar Jenazah""
Konten yang beredar merupakan hasil rekayasa...",video polisi tilang iring iringan pengantar jenazah konten beredar hasil rekayasa,Hoax,TurnBackHoax
"[SALAH] Video ""Polisi Tilang Iring-iringan Pengantar Jenazah""",video polisi tilang iring iringan pengantar jenazah,Hoax,TurnBackHoax
"[SALAH] Puan Maharani Usulkan Kenaikan Pajak Demi...
Tidak ditemukan informasi kredibel yang membenarkan...",puan maharani usulkan kenaikan pajak ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Puan Maharani Usulkan Kenaikan Pajak Demi...,puan maharani usulkan kenaikan pajak,Hoax,TurnBackHoax
"[SALAH] Natal Bersama di Masjid Istiqlal
Faktanya, video yang dibagikan adalah rekaman...",natal masjid istiqlal faktanya video dibagikan rekaman,Hoax,TurnBackHoax
[SALAH] Natal Bersama di Masjid Istiqlal,natal masjid istiqlal,Hoax,TurnBackHoax
"[SALAH] Bom Bunuh Diri di Bandara Hang...
Faktanya, video yang disebarkan adalah rekaman...",bom bunuh bandara hang faktanya video disebarkan rekaman,Hoax,TurnBackHoax
[SALAH] Bom Bunuh Diri di Bandara Hang...,bom bunuh bandara hang,Hoax,TurnBackHoax
"[SALAH] Megawati Ingin Rekrut Purbaya Masuk ke...
Tidak ada informasi valid atau pemberitaan...",megawati rekrut purbaya masuk informasi valid pemberitaan,Hoax,TurnBackHoax
[SALAH] Megawati Ingin Rekrut Purbaya Masuk ke...,megawati rekrut purbaya masuk,Hoax,TurnBackHoax
"[SALAH] Penerima Vaksin Covid-19 Wajib Menjalani Tes...
Faktanya, tes D-dimer tidak perlu dijalani,...",penerima vaksin covid wajib menjalani tes faktanya tes d dimer dijalani,Hoax,TurnBackHoax
[SALAH] Penerima Vaksin Covid-19 Wajib Menjalani Tes...,penerima vaksin covid wajib menjalani tes,Hoax,TurnBackHoax
"[SALAH] Kedatangan Sultan Dubai ke Aceh untuk...
Tidak ditemukan informasi kredibel yang membenarkan...",kedatangan sultan dubai aceh ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Kedatangan Sultan Dubai ke Aceh untuk...,kedatangan sultan dubai aceh,Hoax,TurnBackHoax
"[SALAH] Indra Sjafri Siap Bawa Timnas Malaysia...
Faktanya, tidak ditemukan informasi kredibel terkait...",indra sjafri bawa timnas malaysia faktanya ditemukan informasi kredibel terkait,Hoax,TurnBackHoax
[SALAH] Indra Sjafri Siap Bawa Timnas Malaysia...,indra sjafri bawa timnas malaysia,Hoax,TurnBackHoax
"[SALAH] Perpanjangan SIM dan Pengurusan BPKB Gratis...
Konten yang beredar merupakan hasil rekayasa...",perpanjangan sim pengurusan bpkb gratis konten beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] Perpanjangan SIM dan Pengurusan BPKB Gratis...,perpanjangan sim pengurusan bpkb gratis,Hoax,TurnBackHoax
"[SALAH] Menkeu Purbaya Ingin Hentikan Program MBG...
Tidak ditemukan informasi kredibel yang membenarkan...",menkeu purbaya hentikan program mbg ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Menkeu Purbaya Ingin Hentikan Program MBG...,menkeu purbaya hentikan program mbg,Hoax,TurnBackHoax
